item 152, 68.44, 15.68, "item 152"
item 153, 38.82, 30.72, "item 153"
item 154, 89.01, 57.73, "item 154"
item 155, 24.24, 73.43, "item 155"
item 156, 75.38, 48.75, "item 156"
item 157, 10.02, 93.04, "item 157"
item 158, 90.88, 69.05, "item 158"
item 159, 91.78, 27.39, "item 159"
item 160, 58.74, 0.9, "item 160"
item 161, 39.79, 99.74, "item 161"
item 162, 10.53, 1.5, "item 162"
item 163, 30.4, 70.4, "item 163"
item 164, 64.16, 14.24, "item 164"
item 165, 57.91, 83.37, "item 165"
item 166, 35.97, 83.74, "item 166"
item 167, 75.04, 56.08, "item 167"
item 168, 60.53, 18.94, "item 168"
item 169, 55.39, 78.74, "item 169"
item 170, 38.71, 30.95, "item 170"
item 171, 45.05, 60.65, "item 171"
item 172, 59.6, 57.09, "item 172"
item 173, 72.11, 85.26, "item 173"
item 174, 45.19, 71.72, "item 174"
item 175, 12.53, 13.48, "item 175"
item 176, 47.97, 75.06, "item 176"
item 177, 68.78, 4.74, "item 177"
item 178, 91.16, 46.67, "item 178"
item 179, 3.82, 9.6, "item 179"
item 180, 78.8, 47.31, "item 180"
item 181, 86.86, 24.07, "item 181"
item 182, 18.73, 54.33, "item 182"
item 183, 49.96, 86.01, "item 183"
item 184, 95.36, 19.4, "item 184"
item 185, 24.78, 36.85, "item 185"
item 186, 0.87, 44.61, "item 186"
item 187, 27.16, 68.35, "item 187"
item 188, 83.95, 83.31, "item 188"
item 189, 84.25, 22.99, "item 189"
item 190, 3.12, 85.31, "item 190"
item 191, 53.38, 19.56, "item 191"
item 192, 78.1, 22.71, "item 192"
item 193, 64.86, 30.57, "item 193"
item 194, 17.27, 52, "item 194"
item 195, 32, 47.2, "item 195"
item 196, 61.67, 91.28, "item 196"
item 197, 10.73, 29.05, "item 197"
item 198, 26.86, 16.69, "item 198"
item 199, 58.51, 51.07, "item 199"
item 200, 42.84, 11.86, "item 200"
item 201, 37.61, 27.96, "item 201"
item 202, 89.02, 35.67, "item 202"
item 203, 31.4, 17.72, "item 203"
item 204, 96.45, 9.32, "item 204"
item 205, 93.97, 80.14, "item 205"
item 206, 42.79, 61.91, "item 206"
item 207, 33.08, 93.58, "item 207"
item 208, 96.79, 15.12, "item 208"
item 209, 34.56, 13.91, "item 209"
item 210, 78.35, 32.49, "item 210"
item 211, 72, 93.28, "item 211"
item 212, 88.27, 6.34, "item 212"
item 213, 10.09, 62.97, "item 213"
item 214, 27.05, 6.24, "item 214"
item 215, 1.94, 24.81, "item 215"
item 216, 66.12, 67.17, "item 216"
item 217, 1.34, 88.45, "item 217"
item 218, 57.11, 52.26, "item 218"
item 219, 59.38, 38.18, "item 219"
item 220, 64.37, 85.7, "item 220"
item 221, 51.39, 12.13, "item 221"
item 222, 84.59, 14.44, "item 222"
item 223, 85.18, 29.24, "item 223"
item 224, 73.55, 23.9, "item 224"
item 225, 74.35, 4.97, "item 225"
item 226, 34.45, 2.65, "item 226"
item 227, 21.34, 55.23, "item 227"
item 228, 35.09, 23.69, "item 228"
item 229, 44.3, 0.13, "item 229"
item 230, 11.51, 85.69, "item 230"
item 231, 99.06, 43.76, "item 231"
item 232, 85.02, 36.99, "item 232"
item 233, 92.68, 24.57, "item 233"
item 234, 66.08, 86.63, "item 234"
item 235, 59.01, 1.86, "item 235"
item 236, 43.92, 92.67, "item 236"
item 237, 67.9, 68.44, "item 237"
item 238, 63.87, 5.8, "item 238"
item 239, 69.85, 56.72, "item 239"
item 240, 75.6, 38.21, "item 240"
item 241, 35.54, 36.34, "item 241"
item 242, 95.23, 21.94, "item 242"
item 243, 35.97, 84.76, "item 243"
item 244, 61.68, 19.08, "item 244"
item 245, 22.7, 49.59, "item 245"
item 246, 83.21, 46.68, "item 246"
item 247, 10.58, 10.66, "item 247"
item 248, 64.4, 83.57, "item 248"
item 249, 35.02, 93.72, "item 249"
item 250, 75.29, 33.04, "item 250"
item 251, 55.09, 83.04, "item 251"
item 252, 74.81, 26.15, "item 252"
item 253, 99.87, 30.23, "item 253"
item 254, 28.72, 63.06, "item 254"
item 255, 10.68, 58.39, "item 255"
item 256, 68.76, 7.1, "item 256"
item 257, 14.24, 16.83, "item 257"
item 258, 23.94, 65.16, "item 258"
item 259, 73.41, 49.86, "item 259"
item 260, 17.83, 11.37, "item 260"
item 261, 0.84, 5.25, "item 261"
item 262, 66.07, 36.48, "item 262"
item 263, 88.46, 22.69, "item 263"
item 264, 27.51, 34.55, "item 264"
item 265, 0.92, 10.84, "item 265"
item 266, 59.11, 70.69, "item 266"
item 267, 4.86, 42.65, "item 267"
item 268, 99.93, 8.8, "item 268"
item 269, 57.31, 72.92, "item 269"
item 270, 62.76, 16.58, "item 270"
item 271, 56.54, 9.51, "item 271"
item 272, 43.34, 6.75, "item 272"
item 273, 66.3, 50.34, "item 273"
item 274, 66.41, 17.86, "item 274"
item 275, 60.8, 31.78, "item 275"
item 276, 75.68, 86.05, "item 276"
item 277, 1.64, 20.98, "item 277"
item 278, 40.29, 9.61, "item 278"
item 279, 50.16, 24.66, "item 279"
item 280, 94.41, 62.75, "item 280"
item 281, 39.49, 79.75, "item 281"
item 282, 48.35, 71.61, "item 282"
item 283, 78.6, 37.75, "item 283"
item 284, 9.94, 26.08, "item 284"
item 285, 37.59, 53.83, "item 285"
item 286, 32.83, 64.21, "item 286"
item 287, 68.34, 44.03, "item 287"
item 288, 64.98, 32.78, "item 288"
item 289, 47.22, 79.7, "item 289"
item 290, 5.07, 96.79, "item 290"
item 291, 87.94, 46.97, "item 291"
item 292, 86.85, 43.76, "item 292"
item 293, 61.56, 10.68, "item 293"
item 294, 2.58, 4.51, "item 294"
item 295, 77.99, 87.29, "item 295"
item 296, 45.31, 90.93, "item 296"
item 297, 28.89, 49.49, "item 297"
item 298, 96.81, 33.58, "item 298"
item 299, 65.17, 55.96, "item 299"
item 300, 12.96, 87.21, "item 300"
item 301, 84.1, 24.72, "item 301"
item 302, 61.79, 60.42, "item 302"
item 303, 30.88, 45.22, "item 303"
item 304, 50.57, 17.56, "item 304"
item 305, 77.15, 55.5, "item 305"
item 306, 37.96, 95.24, "item 306"
item 307, 25.38, 94.12, "item 307"
item 308, 64.57, 73.85, "item 308"
item 309, 1.87, 73.37, "item 309"
item 310, 51.39, 45.24, "item 310"
item 311, 43.46, 10.37, "item 311"
item 312, 8.99, 21.59, "item 312"
item 313, 53.73, 95.67, "item 313"
item 314, 72.77, 38.03, "item 314"
item 315, 2.57, 74.99, "item 315"
item 316, 29.13, 11.29, "item 316"
item 317, 69.98, 69.42, "item 317"
item 318, 26.26, 30.49, "item 318"
item 319, 89.66, 61.45, "item 319"
item 320, 69.11, 72.43, "item 320"
item 321, 30.78, 29.96, "item 321"
item 322, 82.71, 53.5, "item 322"
item 323, 67.48, 26.06, "item 323"
item 324, 90.81, 52.91, "item 324"
item 325, 24.75, 43.34, "item 325"
item 326, 97.19, 68.06, "item 326"
item 327, 56.52, 51.03, "item 327"
item 328, 76.15, 91.77, "item 328"
item 329, 7.52, 26.83, "item 329"
item 330, 75.47, 32.97, "item 330"
item 331, 33.53, 47.06, "item 331"
item 332, 10.25, 38.27, "item 332"
item 333, 6.79, 66.44, "item 333"
item 334, 79.38, 9.62, "item 334"
item 335, 12.71, 46.91, "item 335"
item 336, 67.58, 55.05, "item 336"
item 337, 52.32, 75.76, "item 337"
item 338, 5.57, 54.28, "item 338"
item 339, 0.48, 46.78, "item 339"
item 340, 48.39, 68.28, "item 340"
item 341, 34.54, 65.2, "item 341"
item 342, 97.71, 73.19, "item 342"
item 343, 39.96, 76.93, "item 343"
item 344, 37.78, 52.8, "item 344"
item 345, 20.13, 15.76, "item 345"
item 346, 76.66, 40.88, "item 346"
item 347, 86.07, 8.4, "item 347"
item 348, 84.47, 65.04, "item 348"
item 349, 78.18, 76.52, "item 349"
item 350, 98.55, 7.15, "item 350"
item 351, 77.37, 27.31, "item 351"
item 352, 21.84, 61.64, "item 352"
item 353, 95.39, 29.91, "item 353"
item 354, 75.41, 43.07, "item 354"
item 355, 95.55, 33.38, "item 355"
item 356, 78.16, 66.62, "item 356"
item 357, 83.91, 94, "item 357"
item 358, 18.22, 1.37, "item 358"
item 359, 28.65, 44.5, "item 359"
item 360, 48.56, 75.12, "item 360"
item 361, 10.22, 55.89, "item 361"
item 362, 87.07, 91.63, "item 362"
item 363, 79.05, 13.75, "item 363"
item 364, 25.85, 6.42, "item 364"
item 365, 98.64, 55.28, "item 365"
item 366, 58.18, 95.68, "item 366"
item 367, 82.15, 90.6, "item 367"
item 368, 12.5, 44.29, "item 368"
item 369, 88.04, 62.57, "item 369"
item 370, 42.68, 73.59, "item 370"
item 371, 26.88, 83.06, "item 371"
item 372, 61.06, 27.43, "item 372"
item 373, 45.07, 20.33, "item 373"
item 374, 16.74, 35.59, "item 374"
item 375, 93.91, 2.18, "item 375"
item 376, 15.25, 78.04, "item 376"
item 377, 62.66, 42.58, "item 377"
item 378, 47.91, 80.39, "item 378"
item 379, 52.74, 95.75, "item 379"
item 380, 49.02, 81.21, "item 380"
item 381, 97.14, 90.8, "item 381"
item 382, 27.49, 25.26, "item 382"
item 383, 83.51, 2.73, "item 383"
item 384, 25.8, 53.24, "item 384"
item 385, 22.61, 70.91, "item 385"
item 386, 43.51, 78.2, "item 386"
item 387, 14.74, 85.07, "item 387"
item 388, 25.31, 61.6, "item 388"
item 389, 5.92, 20.39, "item 389"
item 390, 54.33, 27.74, "item 390"
item 391, 92.82, 18.58, "item 391"
item 392, 10.04, 84.55, "item 392"
item 393, 31, 79.53, "item 393"
item 394, 47.42, 50.56, "item 394"
item 395, 24.41, 49.5, "item 395"
item 396, 28.79, 23.24, "item 396"
item 397, 25.83, 66.2, "item 397"
item 398, 93.19, 62.5, "item 398"
item 399, 57.7, 48.33, "item 399"
item 400, 79.47, 4.15, "item 400"
item 401, 70.71, 97.99, "item 401"
item 402, 28.59, 63.28, "item 402"
item 403, 93.54, 17.71, "item 403"
item 404, 78.49, 34.89, "item 404"
item 405, 91.29, 31.12, "item 405"
item 406, 30.33, 50.22, "item 406"
item 407, 42.51, 35.79, "item 407"
item 408, 8.94, 1.08, "item 408"
item 409, 64.92, 10.08, "item 409"
item 410, 62.32, 1.61, "item 410"
item 411, 68.89, 41.99, "item 411"
item 412, 44.81, 17.39, "item 412"
item 413, 93.75, 47.25, "item 413"
item 414, 7.31, 54.8, "item 414"
item 415, 87.56, 96.47, "item 415"
item 416, 73.64, 70.43, "item 416"
item 417, 23.17, 76.53, "item 417"
item 418, 17.3, 29.66, "item 418"
item 419, 4.88, 70.27, "item 419"
item 420, 64.72, 16.54, "item 420"
item 421, 9.1, 50.29, "item 421"
item 422, 42.61, 72.68, "item 422"
item 423, 19.48, 47.53, "item 423"
item 424, 55.16, 22.29, "item 424"
item 425, 62.64, 73.59, "item 425"
item 426, 24.32, 22.09, "item 426"
item 427, 24.09, 46.57, "item 427"
item 428, 51.18, 60.62, "item 428"
item 429, 25.5, 94.98, "item 429"
item 430, 59.88, 19.44, "item 430"
item 431, 74.36, 91.34, "item 431"
item 432, 66.71, 0.45, "item 432"
item 433, 54.96, 97.83, "item 433"
item 434, 76.59, 18.05, "item 434"
item 435, 15.66, 90.04, "item 435"
item 436, 46.72, 52.76, "item 436"
item 437, 21.57, 61.57, "item 437"
item 438, 72.83, 63.62, "item 438"
item 439, 83.95, 2.41, "item 439"
item 440, 47.49, 60.87, "item 440"
item 441, 48.36, 86.76, "item 441"
item 442, 11.68, 47.46, "item 442"
item 443, 21.64, 2.44, "item 443"
item 444, 71.07, 48.02, "item 444"
item 445, 44.96, 3.26, "item 445"
item 446, 76.76, 57.8, "item 446"
item 447, 74.59, 68.01, "item 447"
item 448, 76.21, 59.91, "item 448"
item 449, 15.15, 5.6, "item 449"
item 450, 25.1, 79.42, "item 450"
item 451, 61.12, 54.25, "item 451"
item 452, 13.02, 65.28, "item 452"
item 453, 41.38, 84.68, "item 453"
item 454, 96.71, 17.05, "item 454"
item 455, 29.15, 32.14, "item 455"
item 456, 53.69, 2.33, "item 456"
item 457, 74.74, 50, "item 457"
item 458, 65.63, 43.03, "item 458"
item 459, 42.4, 99.12, "item 459"
item 460, 16.37, 83.85, "item 460"
item 461, 83.94, 61.41, "item 461"
item 462, 42.32, 94.48, "item 462"
item 463, 61.78, 93.15, "item 463"
item 464, 4.69, 99.05, "item 464"
item 465, 41.85, 14.78, "item 465"
item 466, 62.09, 70.4, "item 466"
item 467, 12.89, 67.06, "item 467"
item 468, 10.03, 74.88, "item 468"
item 469, 52.92, 50.45, "item 469"
item 470, 19.25, 4.2, "item 470"
item 471, 55.63, 4.76, "item 471"
item 472, 48.83, 84.73, "item 472"
item 473, 50.3, 78.75, "item 473"
item 474, 31.95, 11.9, "item 474"
item 475, 97.05, 85.91, "item 475"
item 476, 32.29, 17.54, "item 476"
item 477, 15.92, 41.78, "item 477"
item 478, 47.26, 41.47, "item 478"
item 479, 13.35, 30.71, "item 479"
item 480, 90.62, 45, "item 480"
item 481, 2.1, 55.43, "item 481"
item 482, 21.45, 73.74, "item 482"
item 483, 72.08, 81.53, "item 483"
item 484, 99.18, 49.92, "item 484"
item 485, 58.41, 0.9, "item 485"
item 486, 35, 50.13, "item 486"
item 487, 70.59, 2.84, "item 487"
item 488, 78.72, 3.55, "item 488"
item 489, 91.91, 59.88, "item 489"
item 490, 27.42, 27.79, "item 490"
item 491, 31.65, 6.36, "item 491"
item 492, 67.02, 4.76, "item 492"
item 493, 14.68, 12.37, "item 493"
item 494, 61.32, 87.32, "item 494"
item 495, 22.36, 32.71, "item 495"
item 496, 84.24, 19, "item 496"
item 497, 56.92, 41.52, "item 497"
item 498, 50.73, 43.66, "item 498"
item 499, 87.36, 46.59, "item 499"
item 500, 39.07, 79.89, "item 500"
item 501, 49.15, 14.4, "item 501"
item 502, 13.32, 35.42, "item 502"
item 503, 12.22, 26.75, "item 503"
item 504, 48.25, 41.41, "item 504"
item 505, 2.16, 32.97, "item 505"
item 506, 31.35, 93.05, "item 506"
item 507, 58.22, 57.77, "item 507"
item 508, 66.35, 93.46, "item 508"
item 509, 38.08, 74.41, "item 509"
item 510, 31.03, 11.3, "item 510"
item 511, 34.42, 54.91, "item 511"
item 512, 48.43, 78.74, "item 512"
item 513, 51.13, 64.85, "item 513"
item 514, 15.13, 76.33, "item 514"
item 515, 97.98, 79.01, "item 515"
item 516, 92.59, 73.93, "item 516"
item 517, 1.68, 55.7, "item 517"
item 518, 8.64, 22.81, "item 518"
item 519, 98.94, 22.83, "item 519"
item 520, 34.8, 22.89, "item 520"
item 521, 71.87, 96.71, "item 521"
item 522, 2.1, 21.48, "item 522"
item 523, 10.29, 75.64, "item 523"
item 524, 93.29, 34.86, "item 524"
item 525, 36.64, 24.98, "item 525"
item 526, 2.51, 22.54, "item 526"
item 527, 9.39, 97.55, "item 527"
item 528, 84.65, 85.63, "item 528"
item 529, 28.39, 13.85, "item 529"
item 530, 26.52, 5.2, "item 530"
item 531, 1.87, 60.39, "item 531"
item 532, 59.02, 84.38, "item 532"
item 533, 98.98, 51.08, "item 533"
item 534, 95.68, 8.86, "item 534"
item 535, 3.81, 36.65, "item 535"
item 536, 26.59, 94.27, "item 536"
item 537, 7.5, 40.23, "item 537"
item 538, 18.52, 46.31, "item 538"
item 539, 23.46, 43.14, "item 539"
item 540, 72.7, 19.54, "item 540"
item 541, 87.34, 44.56, "item 541"
item 542, 69.17, 24.21, "item 542"
item 543, 8.32, 71.06, "item 543"
item 544, 83.74, 97.06, "item 544"
item 545, 71.06, 17.42, "item 545"
item 546, 97.4, 21.47, "item 546"
item 547, 48.72, 59.11, "item 547"
item 548, 31.19, 55.3, "item 548"
item 549, 76.66, 88.41, "item 549"
item 550, 29.75, 0.65, "item 550"
item 551, 53.78, 91.21, "item 551"
item 552, 86.06, 28.39, "item 552"
item 553, 83.58, 99.45, "item 553"
item 554, 46.54, 53.06, "item 554"
item 555, 40.99, 25.6, "item 555"
item 556, 60.92, 38.43, "item 556"
item 557, 52.23, 9.7, "item 557"
item 558, 44.52, 2.69, "item 558"
item 559, 5.17, 86.82, "item 559"
item 560, 1.85, 83.73, "item 560"
item 561, 65.22, 13.81, "item 561"
item 562, 19.97, 19.47, "item 562"
item 563, 57.99, 77.3, "item 563"
item 564, 77.63, 96.02, "item 564"
item 565, 94.15, 42.29, "item 565"
item 566, 31.97, 17.38, "item 566"
item 567, 54.03, 90.17, "item 567"
item 568, 38.29, 54.37, "item 568"
item 569, 20.19, 38.39, "item 569"
item 570, 30.6, 37.49, "item 570"
item 571, 44.36, 29.98, "item 571"
item 572, 40.4, 68.88, "item 572"
item 573, 62.17, 30.55, "item 573"
item 574, 59.85, 41.68, "item 574"
item 575, 23.67, 72.85, "item 575"
item 576, 61.3, 71.88, "item 576"
item 577, 90.55, 44.46, "item 577"
item 578, 70.06, 67.11, "item 578"
item 579, 62.06, 22.85, "item 579"
item 580, 49.64, 79.65, "item 580"
item 581, 30.9, 24.08, "item 581"
item 582, 99.52, 17.07, "item 582"
item 583, 37.31, 46.09, "item 583"
item 584, 84.33, 12.41, "item 584"
item 585, 85.36, 55.61, "item 585"
item 586, 10.19, 88.48, "item 586"
item 587, 8.81, 89.31, "item 587"
item 588, 39.34, 85.67, "item 588"
item 589, 25.49, 13.49, "item 589"
item 590, 87.07, 61.43, "item 590"
item 591, 99.13, 14.53, "item 591"
item 592, 76.47, 10.64, "item 592"
item 593, 35.28, 72.82, "item 593"
item 594, 36.19, 1.22, "item 594"
item 595, 74.21, 6.33, "item 595"
item 596, 13.45, 66.65, "item 596"
item 597, 7.57, 57.09, "item 597"
item 598, 40.94, 48.21, "item 598"
item 599, 38.19, 33.61, "item 599"
item 600, 39.6, 33.6, "item 600"
item 601, 22.53, 15.45, "item 601"
item 602, 61.37, 95.93, "item 602"
item 603, 83.94, 72.22, "item 603"
item 604, 76.32, 97.07, "item 604"
item 605, 61.71, 48.73, "item 605"
item 606, 86.38, 82.84, "item 606"
item 607, 65.25, 20.34, "item 607"
item 608, 4.68, 64.23, "item 608"
item 609, 36.19, 28.25, "item 609"
item 610, 73.57, 48.02, "item 610"
item 611, 81.74, 63.02, "item 611"
item 612, 7.37, 53.35, "item 612"
item 613, 32.2, 76.58, "item 613"
item 614, 36.33, 26.42, "item 614"
item 615, 92.46, 67.72, "item 615"
item 616, 97.26, 44.68, "item 616"
item 617, 2.99, 4.45, "item 617"
item 618, 63.22, 83.74, "item 618"
item 619, 99.28, 17.36, "item 619"
item 620, 29.88, 5.83, "item 620"
item 621, 60.22, 22.9, "item 621"
item 622, 79.1, 16.66, "item 622"
item 623, 65.96, 12.58, "item 623"
item 624, 22.03, 29.35, "item 624"
item 625, 43.45, 74.8, "item 625"
item 626, 83.05, 68.53, "item 626"
item 627, 64.01, 99.83, "item 627"
item 628, 23.87, 45.46, "item 628"
item 629, 71.43, 54.92, "item 629"
item 630, 22.63, 36.11, "item 630"
item 631, 61.37, 6.96, "item 631"
item 632, 16.61, 97.82, "item 632"
item 633, 3.35, 12.67, "item 633"
item 634, 89.4, 67.63, "item 634"
item 635, 94.81, 92.9, "item 635"
item 636, 33.21, 95.28, "item 636"
item 637, 63.94, 56.65, "item 637"
item 638, 45.37, 77.63, "item 638"
item 639, 92.19, 43.07, "item 639"
item 640, 24.35, 77.39, "item 640"
item 641, 10.67, 5.13, "item 641"
item 642, 15.2, 28.93, "item 642"
item 643, 35.55, 67.3, "item 643"
item 644, 16.77, 56.66, "item 644"
item 645, 46.67, 51.7, "item 645"
item 646, 3.87, 57.14, "item 646"
item 647, 81.02, 81.65, "item 647"
item 648, 36.44, 25.45, "item 648"
item 649, 7.91, 40.06, "item 649"
item 650, 24.62, 38.11, "item 650"
item 651, 76.58, 80.99, "item 651"
item 652, 93.77, 40.31, "item 652"
item 653, 78.08, 67.23, "item 653"
item 654, 46.92, 23.64, "item 654"
item 655, 43.74, 33.92, "item 655"
item 656, 53.01, 21.71, "item 656"
item 657, 9.76, 59.29, "item 657"
item 658, 99.27, 96.02, "item 658"
item 659, 14.06, 56.57, "item 659"
item 660, 33.3, 32.07, "item 660"
item 661, 55.32, 88.76, "item 661"
item 662, 86.43, 16.49, "item 662"
item 663, 36.59, 47.08, "item 663"
item 664, 13.45, 19.99, "item 664"
item 665, 36.18, 27.75, "item 665"
item 666, 6.15, 68.36, "item 666"
item 667, 97.23, 87.26, "item 667"
item 668, 37.89, 43.43, "item 668"
item 669, 3.77, 56.12, "item 669"
item 670, 74.84, 19.91, "item 670"
item 671, 16.05, 43.21, "item 671"
item 672, 45.85, 9.98, "item 672"
item 673, 70.9, 68.62, "item 673"
item 674, 97.18, 57.6, "item 674"
item 675, 13.52, 21.36, "item 675"
item 676, 71.29, 96.85, "item 676"
item 677, 16.92, 50.34, "item 677"
item 678, 39.28, 64.88, "item 678"
item 679, 61.74, 61.79, "item 679"
item 680, 85.57, 38.65, "item 680"
item 681, 95.26, 14.48, "item 681"
item 682, 90.34, 47.16, "item 682"
item 683, 61.6, 75.25, "item 683"
item 684, 80.39, 95.81, "item 684"
item 685, 96.76, 21.6, "item 685"
item 686, 22.3, 28.12, "item 686"
item 687, 12.06, 55.71, "item 687"
item 688, 13.01, 41.44, "item 688"
item 689, 47.49, 24.56, "item 689"
item 690, 82.56, 67.9, "item 690"
item 691, 62.27, 24.91, "item 691"
item 692, 61.25, 29.68, "item 692"
item 693, 44.38, 8.18, "item 693"
item 694, 79.26, 78.5, "item 694"
item 695, 62.88, 90.75, "item 695"
item 696, 60.4, 33.25, "item 696"
item 697, 57.33, 17.89, "item 697"
item 698, 44.1, 36.8, "item 698"
item 699, 57.28, 25.91, "item 699"
item 700, 19.28, 63.29, "item 700"
item 701, 51.15, 96.39, "item 701"
