item 312, 64.08, 35.02, "item 312"
item 313, 59.08, 39.06, "item 313"
item 314, 34.69, 94.59, "item 314"
item 315, 54.04, 78.85, "item 315"
item 316, 28.84, 58.6, "item 316"
item 317, 78.91, 58.83, "item 317"
item 318, 91.05, 55.83, "item 318"
item 319, 19.19, 42.32, "item 319"
item 320, 76.57, 45.13, "item 320"
item 321, 14.32, 57.35, "item 321"
item 322, 94.24, 44.49, "item 322"
item 323, 7.02, 58.12, "item 323"
item 324, 74.57, 12.33, "item 324"
item 325, 94.18, 61.35, "item 325"
item 326, 24.61, 34.67, "item 326"
item 327, 97, 6.5, "item 327"
item 328, 25.45, 75.86, "item 328"
item 329, 38.3, 31.94, "item 329"
item 330, 99.71, 57.78, "item 330"
item 331, 13.71, 55.43, "item 331"
item 332, 26.78, 42.29, "item 332"
item 333, 69.95, 96.4, "item 333"
item 334, 11.68, 5.65, "item 334"
item 335, 58.3, 80.16, "item 335"
item 336, 19.74, 9.7, "item 336"
item 337, 14.15, 19.66, "item 337"
item 338, 73.94, 94.36, "item 338"
item 339, 24.65, 78.95, "item 339"
item 340, 73.96, 38.79, "item 340"
item 341, 85.59, 84.69, "item 341"
item 342, 37.28, 64.48, "item 342"
item 343, 16.03, 66.55, "item 343"
item 344, 80.9, 82.26, "item 344"
item 345, 94.37, 75.77, "item 345"
item 346, 59.84, 17.91, "item 346"
item 347, 3.42, 52.15, "item 347"
item 348, 53, 85.49, "item 348"
item 349, 23.34, 84.01, "item 349"
item 350, 40.95, 16.84, "item 350"
item 351, 91.43, 33.41, "item 351"
item 352, 50.83, 96.33, "item 352"
item 353, 55.38, 79.01, "item 353"
item 354, 53.5, 95.14, "item 354"
item 355, 82.87, 63.13, "item 355"
item 356, 85.57, 46.95, "item 356"
item 357, 54.27, 16.01, "item 357"
item 358, 34.51, 57.6, "item 358"
item 359, 57.96, 70.37, "item 359"
item 360, 69.05, 95.6, "item 360"
item 361, 27.51, 72.56, "item 361"
item 362, 18.98, 67.38, "item 362"
item 363, 9.24, 42.46, "item 363"
item 364, 8.62, 41.14, "item 364"
item 365, 24.75, 33.91, "item 365"
item 366, 26.35, 47.17, "item 366"
item 367, 98.13, 99.75, "item 367"
item 368, 69.07, 48.3, "item 368"
item 369, 50.31, 71.14, "item 369"
item 370, 34.73, 44.3, "item 370"
item 371, 24.19, 19.52, "item 371"
item 372, 49, 46.56, "item 372"
item 373, 93.19, 81.36, "item 373"
item 374, 2.43, 35.26, "item 374"
item 375, 23.17, 90.91, "item 375"
item 376, 43.76, 90.43, "item 376"
item 377, 3.31, 83.99, "item 377"
item 378, 21.63, 70.06, "item 378"
item 379, 34.67, 7.35, "item 379"
item 380, 92.27, 94.2, "item 380"
item 381, 67.24, 92.23, "item 381"
item 382, 13.93, 81.76, "item 382"
item 383, 5.67, 28.18, "item 383"
item 384, 30.03, 78.86, "item 384"
item 385, 62.15, 4, "item 385"
item 386, 2.66, 11.58, "item 386"
item 387, 20.72, 66.1, "item 387"
item 388, 95.57, 94.26, "item 388"
item 389, 91.38, 81.4, "item 389"
item 390, 21.48, 25, "item 390"
item 391, 75.02, 82.17, "item 391"
item 392, 62.51, 4.22, "item 392"
item 393, 30.13, 12.76, "item 393"
item 394, 44.3, 19.18, "item 394"
item 395, 31.17, 94.83, "item 395"
item 396, 94.71, 47.64, "item 396"
item 397, 34.89, 76.64, "item 397"
item 398, 46.09, 47.21, "item 398"
item 399, 25.84, 34.74, "item 399"
item 400, 46.47, 13.44, "item 400"
item 401, 95.05, 51.65, "item 401"
item 402, 29.46, 9.42, "item 402"
item 403, 17.19, 2, "item 403"
item 404, 55.38, 92.15, "item 404"
item 405, 30.19, 41.45, "item 405"
item 406, 76.7, 87.28, "item 406"
item 407, 89.19, 7.4, "item 407"
item 408, 99.8, 92.19, "item 408"
item 409, 61.59, 8.96, "item 409"
item 410, 12.1, 20.23, "item 410"
item 411, 53.76, 4.38, "item 411"
item 412, 18.46, 33.55, "item 412"
item 413, 11.58, 38.92, "item 413"
item 414, 84.33, 50.77, "item 414"
item 415, 16.78, 43.25, "item 415"
item 416, 14.21, 56.98, "item 416"
item 417, 8.96, 73.03, "item 417"
item 418, 3.51, 88.34, "item 418"
item 419, 99.03, 4.46, "item 419"
item 420, 89.51, 11.3, "item 420"
item 421, 4.4, 86.65, "item 421"
item 422, 92.96, 67.19, "item 422"
item 423, 27.99, 92.39, "item 423"
item 424, 85.51, 7.07, "item 424"
item 425, 23.98, 1.38, "item 425"
item 426, 40.18, 98.89, "item 426"
item 427, 41.56, 96.45, "item 427"
item 428, 22.4, 49.12, "item 428"
item 429, 14.57, 52.58, "item 429"
item 430, 56.97, 44.53, "item 430"
item 431, 69.8, 50.98, "item 431"
item 432, 63.03, 86.18, "item 432"
item 433, 59.59, 55.88, "item 433"
item 434, 83.37, 57.39, "item 434"
item 435, 85.46, 50.75, "item 435"
item 436, 47.09, 40.28, "item 436"
item 437, 68.49, 42.01, "item 437"
item 438, 95.25, 71.09, "item 438"
item 439, 39.65, 3.62, "item 439"
item 440, 68.26, 3.88, "item 440"
item 441, 68.69, 53.91, "item 441"
item 442, 0.26, 33.92, "item 442"
item 443, 23.39, 26.93, "item 443"
item 444, 91.46, 17.68, "item 444"
item 445, 53.32, 25.42, "item 445"
item 446, 31.96, 14.54, "item 446"
item 447, 21.16, 19.43, "item 447"
item 448, 32.52, 66.84, "item 448"
item 449, 63.38, 85.55, "item 449"
item 450, 76.8, 29.55, "item 450"
item 451, 47.52, 65.23, "item 451"
item 452, 47.46, 58.69, "item 452"
item 453, 7.76, 57.52, "item 453"
item 454, 93.9, 68.27, "item 454"
item 455, 82.7, 51.52, "item 455"
item 456, 3.84, 69.74, "item 456"
item 457, 49.67, 46.81, "item 457"
item 458, 12.15, 15.1, "item 458"
item 459, 48.3, 6.6, "item 459"
item 460, 31.19, 74.76, "item 460"
item 461, 13.06, 37.16, "item 461"
item 462, 14.58, 94.98, "item 462"
item 463, 88.94, 90.02, "item 463"
item 464, 72.98, 96.08, "item 464"
item 465, 87.43, 38.84, "item 465"
item 466, 44.77, 92.12, "item 466"
item 467, 51.16, 91.24, "item 467"
item 468, 87.3, 35.75, "item 468"
item 469, 34.58, 58.29, "item 469"
item 470, 94.85, 17.59, "item 470"
item 471, 75.22, 18.68, "item 471"
item 472, 68.55, 78.61, "item 472"
item 473, 25.89, 83.15, "item 473"
item 474, 60.2, 26.11, "item 474"
item 475, 41.14, 85.63, "item 475"
item 476, 87.41, 79.1, "item 476"
item 477, 63.57, 2.01, "item 477"
item 478, 70.24, 7.34, "item 478"
item 479, 34.83, 24.84, "item 479"
item 480, 71.31, 69.67, "item 480"
item 481, 64.41, 2.88, "item 481"
item 482, 30.42, 2.13, "item 482"
item 483, 25.31, 88.13, "item 483"
item 484, 72.74, 53.75, "item 484"
item 485, 9.54, 19.56, "item 485"
item 486, 34.9, 19.2, "item 486"
item 487, 69.18, 13.08, "item 487"
item 488, 97.59, 71.14, "item 488"
item 489, 88.74, 20.08, "item 489"
item 490, 34.88, 52.46, "item 490"
item 491, 83.17, 63.04, "item 491"
item 492, 90.85, 48.72, "item 492"
item 493, 92.82, 56.32, "item 493"
item 494, 72.2, 24.55, "item 494"
item 495, 50.91, 72.31, "item 495"
item 496, 1.86, 74.3, "item 496"
item 497, 32.55, 18.96, "item 497"
item 498, 13.13, 6.78, "item 498"
item 499, 54.92, 53.2, "item 499"
item 500, 76.51, 56.65, "item 500"
item 501, 87.67, 66.88, "item 501"
item 502, 41.96, 91.12, "item 502"
item 503, 49.78, 46.33, "item 503"
item 504, 48.44, 59.39, "item 504"
item 505, 14.5, 25.22, "item 505"
item 506, 99.21, 14.39, "item 506"
item 507, 17.58, 21.14, "item 507"
item 508, 26.75, 21.9, "item 508"
item 509, 65.68, 71.1, "item 509"
item 510, 74.33, 60.17, "item 510"
item 511, 71.55, 58, "item 511"
item 512, 2.33, 4.88, "item 512"
item 513, 0.55, 51.35, "item 513"
item 514, 87.48, 88.83, "item 514"
item 515, 99.05, 68.69, "item 515"
item 516, 20.04, 23.59, "item 516"
item 517, 89.61, 1.17, "item 517"
item 518, 20.3, 70.97, "item 518"
item 519, 59.73, 36.85, "item 519"
item 520, 89.23, 56.65, "item 520"
item 521, 41.77, 57.99, "item 521"
item 522, 80.31, 24.76, "item 522"
item 523, 80.06, 85.09, "item 523"
item 524, 29.55, 43.27, "item 524"
item 525, 7.62, 89.69, "item 525"
item 526, 8.87, 82.54, "item 526"
item 527, 10.16, 0.26, "item 527"
item 528, 74.63, 6.78, "item 528"
item 529, 37.51, 81.22, "item 529"
item 530, 67.25, 37.02, "item 530"
item 531, 33.94, 73.73, "item 531"
item 532, 80.64, 67.43, "item 532"
item 533, 97.82, 48.81, "item 533"
item 534, 60.83, 42.6, "item 534"
item 535, 48.58, 38.12, "item 535"
item 536, 12.13, 32.23, "item 536"
item 537, 73.92, 75.98, "item 537"
item 538, 85.91, 72.03, "item 538"
item 539, 54.39, 7.27, "item 539"
item 540, 2.43, 74.8, "item 540"
item 541, 13.37, 90.32, "item 541"
item 542, 9.2, 53.91, "item 542"
item 543, 21.01, 51.01, "item 543"
item 544, 10.79, 43.18, "item 544"
item 545, 87.92, 25.41, "item 545"
item 546, 14.46, 41.45, "item 546"
item 547, 21.04, 61.36, "item 547"
item 548, 23.56, 58.3, "item 548"
item 549, 77.76, 36.78, "item 549"
item 550, 76.32, 87.74, "item 550"
item 551, 47.05, 91.91, "item 551"
item 552, 71.73, 91.22, "item 552"
item 553, 6.53, 66.26, "item 553"
item 554, 45.8, 28.08, "item 554"
item 555, 52.99, 76.84, "item 555"
item 556, 62.01, 31.88, "item 556"
item 557, 80.66, 73.7, "item 557"
item 558, 57.56, 94.67, "item 558"
item 559, 86.08, 61.41, "item 559"
item 560, 43.79, 87.29, "item 560"
item 561, 11.56, 80.31, "item 561"
item 562, 93.34, 14.03, "item 562"
item 563, 0.14, 0.45, "item 563"
item 564, 59.17, 72.09, "item 564"
item 565, 24.07, 92.69, "item 565"
item 566, 61.68, 62.67, "item 566"
item 567, 66.34, 6.47, "item 567"
item 568, 48.4, 79.31, "item 568"
item 569, 79.8, 1.77, "item 569"
item 570, 78.4, 81.18, "item 570"
item 571, 22.5, 54.13, "item 571"
item 572, 7.95, 44.33, "item 572"
item 573, 68.87, 75.65, "item 573"
item 574, 57.82, 72.42, "item 574"
item 575, 26.87, 72.63, "item 575"
item 576, 23.5, 39.7, "item 576"
item 577, 48.46, 90.73, "item 577"
item 578, 49.34, 33.87, "item 578"
item 579, 7.36, 82.7, "item 579"
item 580, 25.09, 64.02, "item 580"
item 581, 31.79, 69.96, "item 581"
item 582, 79.19, 99.89, "item 582"
item 583, 22.42, 59.79, "item 583"
item 584, 36.71, 12.54, "item 584"
item 585, 56.07, 22.63, "item 585"
item 586, 82.21, 93.89, "item 586"
item 587, 74.33, 30.18, "item 587"
item 588, 17.59, 42.42, "item 588"
item 589, 82.74, 4.68, "item 589"
item 590, 33.27, 16.2, "item 590"
item 591, 41.17, 31.53, "item 591"
item 592, 17.52, 70.61, "item 592"
item 593, 8.81, 43.71, "item 593"
item 594, 13.15, 17.7, "item 594"
item 595, 18.28, 94.59, "item 595"
item 596, 93.29, 67.2, "item 596"
item 597, 92.53, 97.83, "item 597"
item 598, 68.78, 34.77, "item 598"
item 599, 85.38, 27.82, "item 599"
item 600, 58.75, 32.1, "item 600"
item 601, 22.15, 42.51, "item 601"
item 602, 52.35, 85.95, "item 602"
item 603, 40.22, 11.21, "item 603"
item 604, 65.56, 67.93, "item 604"
item 605, 81.04, 4.57, "item 605"
item 606, 49.28, 55.64, "item 606"
item 607, 64.94, 31.41, "item 607"
item 608, 37.04, 87.14, "item 608"
item 609, 87.95, 87.38, "item 609"
item 610, 29.7, 15.25, "item 610"
item 611, 15.98, 14.41, "item 611"
item 612, 2.21, 16.11, "item 612"
item 613, 15.68, 56.53, "item 613"
item 614, 83.28, 57.21, "item 614"
item 615, 53.75, 37.64, "item 615"
item 616, 2.55, 84.11, "item 616"
item 617, 16.87, 79.98, "item 617"
item 618, 22.05, 42.21, "item 618"
item 619, 52.85, 28.03, "item 619"
item 620, 68.44, 10.18, "item 620"
item 621, 10.31, 42.01, "item 621"
item 622, 61.16, 85.08, "item 622"
item 623, 59.08, 77.74, "item 623"
item 624, 87.77, 25.63, "item 624"
item 625, 6.28, 74.83, "item 625"
item 626, 12.14, 29.71, "item 626"
item 627, 84.1, 34.16, "item 627"
item 628, 13.96, 95.15, "item 628"
item 629, 74.56, 77.34, "item 629"
item 630, 48.63, 88.31, "item 630"
item 631, 53.77, 45.76, "item 631"
item 632, 85.47, 24.42, "item 632"
item 633, 83.46, 14.85, "item 633"
item 634, 29.15, 45.53, "item 634"
item 635, 51.35, 70.57, "item 635"
item 636, 54.34, 67.07, "item 636"
item 637, 63.49, 19.15, "item 637"
item 638, 86.85, 52.79, "item 638"
item 639, 21.29, 78.86, "item 639"
item 640, 45.8, 68.88, "item 640"
item 641, 74.22, 32.93, "item 641"
item 642, 20.88, 63.11, "item 642"
item 643, 24.91, 6.56, "item 643"
item 644, 96.35, 12.21, "item 644"
item 645, 77.67, 67.71, "item 645"
item 646, 49.2, 82.01, "item 646"
item 647, 63.76, 41.28, "item 647"
item 648, 42.53, 48.4, "item 648"
item 649, 46.98, 69.5, "item 649"
item 650, 7.6, 34.7, "item 650"
item 651, 11.9, 47.35, "item 651"
item 652, 57.59, 31.09, "item 652"
item 653, 63.66, 11.24, "item 653"
item 654, 4.69, 75.05, "item 654"
item 655, 22.83, 61.69, "item 655"
item 656, 58.45, 88.49, "item 656"
item 657, 82.12, 56.17, "item 657"
item 658, 67.55, 86.71, "item 658"
item 659, 2.39, 17.02, "item 659"
item 660, 30.11, 97.18, "item 660"
item 661, 64.84, 61.32, "item 661"
item 662, 38, 51.78, "item 662"
item 663, 63.41, 74.15, "item 663"
item 664, 39.84, 45.67, "item 664"
item 665, 16.82, 15.26, "item 665"
item 666, 4, 87.34, "item 666"
item 667, 3.3, 69.92, "item 667"
item 668, 38.32, 0.4, "item 668"
item 669, 72.7, 29.2, "item 669"
item 670, 76.18, 75.41, "item 670"
item 671, 70.38, 12.5, "item 671"
item 672, 70.18, 12.09, "item 672"
item 673, 15.23, 25.54, "item 673"
item 674, 44.06, 36.47, "item 674"
item 675, 10.29, 80.62, "item 675"
item 676, 40.95, 25.45, "item 676"
item 677, 28.44, 93.22, "item 677"
item 678, 71.95, 22.25, "item 678"
item 679, 8.1, 8.38, "item 679"
item 680, 12.93, 79.96, "item 680"
item 681, 14.09, 3.75, "item 681"
item 682, 19.05, 27.82, "item 682"
item 683, 67.5, 62.36, "item 683"
item 684, 27.13, 14.81, "item 684"
item 685, 25.01, 7.22, "item 685"
item 686, 93.72, 48.76, "item 686"
item 687, 92.85, 42.6, "item 687"
item 688, 73.47, 15.69, "item 688"
item 689, 93.65, 52.36, "item 689"
item 690, 76.56, 33.4, "item 690"
item 691, 65.19, 64.06, "item 691"
item 692, 56.72, 66.53, "item 692"
item 693, 59.54, 99.91, "item 693"
item 694, 72.14, 5.87, "item 694"
item 695, 28.2, 0.25, "item 695"
item 696, 30.19, 93.85, "item 696"
item 697, 24.08, 23.2, "item 697"
item 698, 74.09, 60.16, "item 698"
item 699, 25.22, 95.75, "item 699"
item 700, 94.66, 16.85, "item 700"
item 701, 86.16, 15.37, "item 701"
